chnm	casn	dsstox_substance_id	ABCB1	ABCB11	ABCC2	ABCC3	ABCG2	ACLY	ACOX1	ADK	AFP	ALPP	APOA5	BAD	BAX	BCL2	BCL2L11	BID	CASP3	CASP8	CAT	CCND1	CDKN1A	CFLAR	CYP1A1	CYP1A2	CYP24A1	CYP2B6	CYP2C19	CYP2C8	CYP2C9	CYP2E1	CYP3A4	CYP3A5	CYP3A7	CYP4A11	CYP4A22	CYP7A1	DDIT3	EGF	EGR1	EZR	FABP1	FAS	FASN	FMO3	FOXO1	FOXO3	GADD45A	GADD45B	GADD45G	GCLC	GSTA2	GSTM3	HGF	HIF1A	HMGCS2	HSPA1A	ICAM1	IGF1	IGFBP1	IL6	IL6R	JUN	KCNK1	KRT19	LDH	LIPC	LPL	MIR122	MMP1	MMP10	MMP3	MYC	NFE2L2	NFKB1	NQO1	PDK4	PEG10	PPP2R4	PTEN	SDHB	SLC10A1	SLC22A1	SLC22A6	SLCO1B1	STAT3	SULT2A1	TGFA	TGFB1	THRSP	TIMP1	TNFRSF1A	TP53	UGT1A1	UGT1A6	XBP1
546	Eugenol	97-53-0	DTXSID9020617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
547	Fabesetron hydrochloride	129299-90-7	DTXSID7048168	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	0	1	1	1	1	1	NA	1	NA	1	0	1	0	1	0	0	1	1	1	1	1
548	Famoxadone	131807-57-3	DTXSID8034588	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	1	0	NA	1	NA	1	1	1	1	0	1	1	1	1	1	1	0
549	Fandosentan potassium salt	221246-12-4	DTXSID5047249	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	NA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	0	1	1	1	0	0	NA	1	NA	1	0	1	1	0	1	0	0	1	1	1	0
550	Farglitazar	196808-45-4	DTXSID1047310	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	NA	1	1	1	1	0	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	0	1	1	1	1	1
551	FD&C Blue No. 1	3844-45-9	DTXSID2020189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
552	FD&C Yellow 5	1934-21-0	DTXSID1021455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
553	FD&C Yellow 6	2783-94-0	DTXSID6021456	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	0	0	0
554	Fenamidone	161326-34-7	DTXSID2034590	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	NA	1	1	1	1	0	0	1	1	1	0	0	NA	1	NA	1	1	1	1	0	1	0	0	1	1	1	0
555	Fenaminosulf	140-56-7	DTXSID6040371	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	NA	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	NA	0	1	0	0	0	1	0	1	0	0	0	NA	1	NA	1	1	0	0	0	1	0	1	0	0	0	0
556	Fenamiphos	22224-92-6	DTXSID3024102	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	NA	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	0	NA	0	1	0	0	0	0	0	0	0	1	0	0
557	Fenarimol	60168-88-9	DTXSID2032390	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1
558	Fenbuconazole	114369-43-6	DTXSID8032548	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	NA	1	1	1	1	0	0	1	1	0	0	0	NA	1	NA	1	1	1	1	1	1	0	0	1	1	1	1
559	Fenhexamid	126833-17-8	DTXSID3032549	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	Fenitrothion	122-14-5	DTXSID4032613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	1	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
561	Fenofibrate	49562-28-9	DTXSID2029874	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	1	0	0	1	0	1	1	0	0	0	NA	0	NA	0	0	0	0	0	1	0	1	0	1	1	0
562	Fenofibric acid	42017-89-0	DTXSID8041030	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0
563	Fenoxaprop-ethyl	66441-23-4	DTXSID2032392	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	NA	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	1	NA	1	0	0	0	0	0	0	0	0	0	0	0
564	Fenoxycarb	72490-01-8	DTXSID7032393	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	NA	1	1	1	0	0	0	0	1	0	0	1	NA	1	NA	1	1	1	1	0	1	0	0	1	1	1	0
565	Fenpropathrin	39515-41-8	DTXSID0024002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
566	Fenpyroximate (Z,E)	111812-58-9	DTXSID2032550	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	0	1	NA	1	NA	1	1	1	1	1	1	1	0	1	1	1	1
567	Fenthion	55-38-9	DTXSID8020620	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	NA	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	0	1	0	0	0	0	1	1	0	0	0	NA	0	NA	0	0	0	0	0	1	0	0	0	1	0	0
568	Fipronil	120068-37-3	DTXSID4034609	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	0	0	NA	1	NA	1	0	1	1	1	1	1	1	1	1	1	1
569	Fluazifop-butyl	69806-50-4	DTXSID3034612	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
570	Fluazifop-P-butyl	79241-46-6	DTXSID0034855	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	NA	1	NA	0	0	0	0	0	0	0	0	0	0	0	0
571	Fluazinam	79622-59-6	DTXSID7032551	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	1	0	NA	1	NA	1	0	1	0	1	1	1	0	1	1	1	0
572	Fluconazole	86386-73-4	DTXSID3020627	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
573	Fludioxonil	131341-86-1	DTXSID2032398	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	NA	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	NA	1	0	1	1	0	0	1	1	0	0	0	NA	1	NA	1	0	1	0	0	1	0	0	1	1	0	0
574	Flufenacet	142459-58-3	DTXSID2032552	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	NA	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	1	1	0	0	NA	1	NA	1	0	1	0	0	1	0	0	0	0	0	1
575	Flufenpyr-ethyl	188489-07-8	DTXSID3034618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	1	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
576	Flumetralin	62924-70-3	DTXSID7032553	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	NA	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	NA	0	0	1	1	0	0	1	1	0	0	0	NA	1	NA	0	0	0	0	0	1	0	0	1	1	0	0
577	Flumetsulam	98967-40-9	DTXSID4032615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
578	Flumiclorac-pentyl	87546-18-7	DTXSID2032554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
579	Flumioxazin	103361-09-7	DTXSID7032555	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	NA	0	1	0	0	1	0	0	1	0	0	0	NA	1	NA	0	0	1	0	0	0	0	0	0	1	0	0
580	Fluometuron	2164-17-2	DTXSID8020628	1	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	NA	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	NA	0	1	0	1	0	0	1	0	0	1	0	NA	0	NA	1	0	0	0	0	0	1	1	0	1	0	1
581	Fluoranthene	206-44-0	DTXSID3024104	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	NA	1	0	0	0	0	0	0	1	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
582	Fluorene	86-73-7	DTXSID8024105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
583	Fluoxastrobin	361377-29-9	DTXSID2034625	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	0	1	0	NA	1	NA	1	1	1	1	0	1	1	1	1	1	1	0
584	Fluroxypyr	69377-81-7	DTXSID2034627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	1	0	0	0	0
585	Fluroxypyr-meptyl	81406-37-3	DTXSID5034303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	Flusilazole	85509-19-9	DTXSID3024235	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	NA	1	1	1	1	0	1	0	0	0	0	0	NA	1	NA	1	0	1	1	1	1	0	1	1	1	1	1
587	Flutamide	13311-84-7	DTXSID7032004	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	NA	1	1	1	1	0	1	1	1	1	0	0	NA	1	NA	1	0	1	1	0	1	1	0	1	1	1	1
588	Fluthiacet-methyl	117337-19-6	DTXSID2032556	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
589	Flutolanil	66332-96-5	DTXSID8024109	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
590	Folic acid	59-30-3	DTXSID0022519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
591	Folpet	133-07-3	DTXSID0021385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	Fomesafen	72178-02-0	DTXSID7024112	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	1	0	0	1	1	0	0	0	NA	0	NA	0	0	1	0	0	1	0	0	0	1	0	1
593	Forchlorfenuron	68157-60-8	DTXSID1034634	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	NA	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	NA	0	1	0	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	0	1	1	1	1	1	1
594	Formamide	75-12-7	DTXSID8025337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
595	Formetanate hydrochloride	23422-53-9	DTXSID4032405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
596	Fosthiazate	98886-44-3	DTXSID0034930	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	1	1	0	0	0	NA	1	NA	0	0	1	0	0	1	0	0	0	0	0	1
597	FR130739	136042-19-8	DTXSID1048178	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	NA	0	1	0	0	0	0	1	1	0	0	0	NA	1	NA	0	0	0	0	0	1	0	0	0	1	0	0
598	FR145237	146011-65-6	DTXSID6048171	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	NA	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	NA	0	0	1	0	0	0	0	0	0	0	0	NA	1	NA	0	0	0	1	0	0	0	0	1	0	0	0
599	FR150011	149413-74-1	DTXSID1048170	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0
600	FR167356	174185-16-1	DTXSID1048174	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	NA	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	1	1	0	0	1	1	0	0	0	NA	1	NA	1	0	1	1	1	1	0	0	1	1	1	1
601	FR900409	138472-01-2	DTXSID2048167	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	1	0	0
602	Fulvestrant	129453-61-8	DTXSID4022369	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	NA	1	1	1	0	1	1	1	1	1	1	1	NA	1	NA	1	0	1	1	1	1	0	1	1	1	1	1
603	Furfural	98-01-1	DTXSID1020647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	1	0	0	0
604	Genistein	446-72-0	DTXSID5022308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0
605	Gentian Violet	548-62-9	DTXSID5020653	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1
606	Geraniol	106-24-1	DTXSID8026727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	NA	1	NA	0	0	0	0	0	0	0	0	0	0	0	0
