cl_id	DTXSID	PREFERRED_NAME	DTXCID	CASRN
706	31	DTXSID5024891	Cytarabine hydrochloride	DTXCID104891	69-74-9
707	31	DTXSID8025337	Formamide	DTXCID805337	75-12-7
708	31	DTXSID3026065	Sulfan blue	DTXCID406065	129-17-9
709	31	DTXSID1026081	3,3',5,5'-Tetrabromobisphenol A	DTXCID406081	79-94-7
710	31	DTXSID7026368	Salicylic acid	DTXCID206368	69-72-7
711	31	DTXSID9026500	2-(4-Tert-Butylbenzyl)propionaldehyde	DTXCID606500	80-54-6
712	31	DTXSID3026647	4-Hydroxybenzoic acid	DTXCID806647	99-96-7
713	31	DTXSID9027738	(Methylcyclopentadienyl)tricarbonylmanganese	DTXCID207738	12108-13-3
714	31	DTXSID9029221	Clopyralid	DTXCID309221	1702-17-6
715	31	DTXSID7029871	Clotrimazole	DTXCID009871	23593-75-1
716	31	DTXSID7029879	Ketoconazole	DTXCID209879	65277-42-1
717	31	DTXSID7032345	Chlorhexidine diacetate	DTXCID5012345	56-95-1
718	31	DTXSID5032442	Imidacloprid	DTXCID3012442	138261-41-3
719	31	DTXSID1032484	Temephos	DTXCID9012484	3383-96-8
720	31	DTXSID0032493	Triadimenol	DTXCID8012493	55219-65-3
721	31	DTXSID9032533	Chlorfenapyr	DTXCID7012533	122453-73-0
722	31	DTXSID8032675	Sulprofos	DTXCID6012675	35400-43-2
723	31	DTXSID4034150	Haloperidol	DTXCID2014150	52-86-8
724	31	DTXSID0034300	Acetamiprid	DTXCID7032422	135410-20-7
725	31	DTXSID9034492	Cyazofamid	DTXCID7014492	120116-88-3
726	31	DTXSID7034961	Thiacloprid	DTXCID5014961	111988-49-9
727	31	DTXSID6040795	Chloramine-T trihydrate	DTXCID4020795	7080-50-4
728	31	DTXSID9041237	alpha-Terpinene	DTXCID7021237	99-86-5
729	31	DTXSID6041426	3,4-Dihydro-2H-pyran	DTXCID4021426	110-87-2
730	31	DTXSID5041512	4-Chlorophenylurea	DTXCID3021512	140-38-5
731	31	DTXSID7042198	N-Butyl-p-toluenesulfonamide	DTXCID5022198	1907-65-9
732	31	DTXSID0042325	4-Propylanisole	DTXCID8022325	104-45-0
733	31	DTXSID9042415	Sodium 4-methylbenzenesulfonate	DTXCID407736	657-84-1
734	31	DTXSID8047266	CP-544439	DTXCID6027266	230954-09-3
735	31	DTXSID2047359	SSR180711	DTXCID0027359	298198-52-4
736	31	DTXSID5048180	4-Propylaniline	DTXCID1028154	2696-84-6
737	31	DTXSID0048181	4-tert-Butylaniline	DTXCID6028155	769-92-6
738	31	DTXSID5048188	4-Thiocresol	DTXCID0028163	106-45-6
739	31	DTXSID4048193	4,4'-Di-tert-butylbiphenyl	DTXCID5028168	1625-91-8
740	31	DTXSID9048196	4-tert-Butylbenzenethiol	DTXCID4028171	2396-68-1
741	31	DTXSID1048203	Ethyl 4-chlorophenyl ketone	DTXCID9028178	6285-05-8
742	31	DTXSID1021160	Picloram	DTXCID101160	1918-02-1
743	31	DTXSID1047368	SSR69071	DTXCID9027368	344930-95-6
744	32	DTXSID4027656	2-Ethylhexyl thioglycolate	DTXCID807656	7659-86-1
745	32	DTXSID8040484	Forskolin	DTXCID6020484	66575-29-9
746	32	DTXSID7041675	Bornyl acetate	DTXCID5021675	76-49-3
747	32	DTXSID2042060	Isoborneol	DTXCID0022060	124-76-5
748	32	-	-	DTXCID5022061	-
749	32	DTXSID2042062	Isobornyl propanoate	DTXCID0022062	2756-56-1
750	33	DTXSID9023889	Quizalofop-ethyl	DTXCID903889	76578-14-8
751	33	DTXSID6024123	Haloxyfop-methyl	DTXCID404123	69806-40-2
752	33	DTXSID6032354	Clodinafop-propargyl	DTXCID4012354	105512-06-9
753	33	DTXSID2032392	Fenoxaprop-ethyl	DTXCID0012392	66441-23-4
754	33	DTXSID0032605	Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate	DTXCID8012605	51338-27-3
755	33	DTXSID1034503	Cyhalofop-butyl	DTXCID9014503	122008-85-9
756	33	DTXSID2034598	Fenoxaprop-P-ethyl	DTXCID0014598	71283-80-2
757	33	DTXSID3034612	Fluazifop-butyl	DTXCID1014612	69806-50-4
758	33	DTXSID0034855	Fluazifop-P-butyl	DTXCID8014855	79241-46-6
759	34	DTXSID0032572	Prallethrin	DTXCID10196509	23031-36-9
760	34	DTXSID8035180	Allethrin	DTXCID6015180	584-79-2
761	34	DTXSID2039336	S-Bioallethrin	DTXCID0019336	28434-00-6
762	35	DTXSID7020005	Acetamide	DTXCID505	60-35-5
763	35	DTXSID6020014	Dehydroacetic acid	DTXCID9014	520-45-6
764	35	DTXSID5020027	Acrylamide	DTXCID6027	79-06-1
765	35	DTXSID5020029	Acrylonitrile	DTXCID0029	107-13-1
766	35	DTXSID3020043	Allantoin	DTXCID0043	97-59-6
767	35	DTXSID8020044	Allyl alcohol	DTXCID2044	107-18-6
768	35	DTXSID3020047	Allyl isothiocyanate	DTXCID8047	57-06-7
769	35	DTXSID0020076	Amitrole	DTXCID9076	61-82-5
770	35	DTXSID9020112	Atrazine	DTXCID90112	1912-24-9
771	35	DTXSID4020119	Azathioprine	DTXCID00119	446-86-6
772	35	DTXSID8020121	Sodium azide	DTXCID80121	26628-22-8
773	35	DTXSID9020164	Pentaerythritol dibromide	DTXCID50164	3296-90-0
774	35	DTXSID8020179	Diisopropanolamine	DTXCID20179	110-97-4
775	35	DTXSID1020194	Boric acid	DTXCID10194	10043-35-3
776	35	DTXSID0020232	Caffeine	DTXCID40232	58-08-2
777	35	DTXSID4020242	Captafol	DTXCID60242	2425-06-1
778	35	DTXSID9020243	Captan	DTXCID90243	133-06-2
779	35	DTXSID4020292	Chloroacetaldehyde	DTXCID60292	107-20-0
780	35	DTXSID6020307	Chloromethyl methyl ether	DTXCID40307	107-30-2
781	35	DTXSID3020332	Citric acid	DTXCID50332	77-92-9
782	35	DTXSID1020354	Cyanoguanidine	DTXCID50354	461-58-5
783	35	DTXSID9020370	Daminozide	DTXCID70370	1596-84-5
784	35	DTXSID9020407	Diazinon	DTXCID50407	333-41-5
785	35	DTXSID3020415	1,2-Dibromoethane	DTXCID10415	106-93-4
786	35	DTXSID2020420	Propyzamide	DTXCID80420	23950-58-5
787	35	DTXSID2020428	Dichloroacetic acid	DTXCID20428	79-43-6
788	35	DTXSID5020449	Dichlorvos	DTXCID90449	62-73-7
789	35	DTXSID8020466	N,N'-Diethylthiourea	DTXCID40466	105-55-5
790	35	DTXSID7020479	Dimethoate	DTXCID50479	60-51-5
791	35	DTXSID6020480	Dimethoxane	DTXCID00480	828-00-2
792	35	DTXSID5020493	Dimethyl hydrogen phosphite	DTXCID10493	868-85-9
793	35	DTXSID0020494	Dimethyl methylphosphonate	DTXCID40494	756-79-6
794	35	DTXSID5020499	N,N-Dimethylacetamide	DTXCID90499	127-19-5
795	35	DTXSID2020505	Dimethylaminoethanol	DTXCID00505	108-01-0
796	35	DTXSID7020508	Dimethylarsinic acid	DTXCID90508	75-60-5
797	35	DTXSID1020512	Dimethylcarbamoyl chloride	DTXCID30512	79-44-7
798	35	DTXSID6020515	N,N-Dimethylformamide	DTXCID20515	68-12-2
799	35	DTXSID1020516	1,1-Dimethylhydrazine	DTXCID50516	57-14-7
800	35	DTXSID8020597	Ethylene glycol	DTXCID40597	107-21-1
801	35	DTXSID5020601	Ethylene thiourea	DTXCID90601	96-45-7
802	35	DTXSID2020634	5-Fluorouracil	DTXCID40634	51-21-8
803	35	DTXSID9020663	Glycerol	DTXCID40662	56-81-5
804	35	DTXSID4020664	3-Chloro-1,2-propanediol	DTXCID00664	96-24-2
805	35	DTXSID4020666	Glycidol	DTXCID60666	556-52-5
806	35	DTXSID7020685	beta-Hexachlorocyclohexane	DTXCID20196535	319-85-7
807	35	DTXSID2020686	Lindane	DTXCID40196532	58-89-9
808	35	DTXSID6020692	Methenamine	DTXCID00692	100-97-0
809	35	DTXSID8020759	Isophorone	DTXCID40759	78-59-1
810	35	DTXSID1020770	Kepone	DTXCID10770	143-50-0
811	35	DTXSID9020792	Maleic hydrazide	DTXCID10792	123-33-1
812	35	DTXSID9020794	Maneb	DTXCID70794	12427-38-2
813	35	DTXSID5020811	Mercuric chloride	DTXCID30811	7487-94-7
814	35	DTXSID5020819	Methidathion	DTXCID70819	950-37-8
815	35	DTXSID4020820	Methimazole	DTXCID20820	60-56-0
816	35	DTXSID8020834	Methyl carbamate	DTXCID60834	598-55-0
817	35	DTXSID7020845	Methyl methanesulfonate	DTXCID10845	66-27-3
818	35	DTXSID2020890	6-Methyl-2-thiouracil	DTXCID60890	56-04-2
819	35	DTXSID7020895	Mirex	DTXCID10895	2385-85-5
820	35	DTXSID6020939	Nitrilotriacetic acid	DTXCID20939	139-13-9
821	35	DTXSID0020941	Sodium nitrite	DTXCID00941	7632-00-0
822	35	DTXSID8020969	Nitroethane	DTXCID80969	79-24-3
823	35	DTXSID4021006	N-Nitroso-N-methylurea	DTXCID501006	684-93-5
824	35	DTXSID2021028	N-Nitrosodiethylamine	DTXCID901028	55-18-5
825	35	DTXSID7021029	N-Nitrosodimethylamine	DTXCID301029	62-75-9
826	35	DTXSID6021032	N-Nitrosodipropylamine	DTXCID801032	621-64-7
827	35	DTXSID6021086	Oxamyl	DTXCID901086	23135-22-0
828	35	DTXSID1021164	Piperazine	DTXCID701164	110-85-0
829	35	DTXSID3021196	Propazine	DTXCID401196	139-40-2
830	35	DTXSID5021209	6-Propyl-2-thiouracil	DTXCID101209	51-52-5
831	35	DTXSID4021268	Simazine	DTXCID501268	122-34-9
832	35	DTXSID1021322	Disulfiram	DTXCID101322	97-77-8
833	35	DTXSID5021332	Thiram	DTXCID401332	137-26-8
834	35	DTXSID5021336	Theophylline	DTXCID001336	58-55-9
835	35	DTXSID9021348	Thiourea	DTXCID101348	62-56-6
836	35	DTXSID1021378	Trichloroacetic acid	DTXCID001378	76-03-9
837	35	DTXSID0021389	Trichlorfon	DTXCID701389	52-68-6
838	35	DTXSID9021390	1,2,3-Trichloropropane	DTXCID401390	96-18-4
839	35	DTXSID9021392	Triethanolamine	DTXCID201392	102-71-6
840	35	DTXSID1021403	Trimethyl phosphate	DTXCID101403	512-56-1
841	35	DTXSID5021411	Tris(2-chloroethyl) phosphate	DTXCID601411	115-96-8
842	35	DTXSID5021413	Tris(2,3-dibromopropyl) phosphate	DTXCID401413	126-72-7
843	35	DTXSID5021415	Triisopropanolamine	DTXCID201415	122-20-3
844	35	DTXSID4021426	Urea	DTXCID901426	57-13-6
845	35	DTXSID9021427	Urethane	DTXCID301427	51-79-6
846	35	DTXSID0021464	Ziram	DTXCID301464	137-30-4
847	35	DTXSID9021477	Sodium tetrafluoroborate	DTXCID801477	13755-29-8
848	35	DTXSID8021515	Butanoic acid	DTXCID401515	107-92-6
849	35	DTXSID2021575	Dalapon	DTXCID201575	75-99-0
850	35	DTXSID2021735	Dimethyl sulfoxide	DTXCID401735	67-68-5
851	35	DTXSID2021739	1-Propanol	DTXCID001739	71-23-8
852	35	DTXSID5021754	5,5-Dimethylhydantoin	DTXCID601754	77-71-4
853	35	DTXSID9021764	1-Amino-2-propanol	DTXCID901764	78-96-6
854	35	DTXSID1021821	2-Butanone oxime	DTXCID701821	96-29-7
855	35	DTXSID5021837	N,N-Diethylethanolamine	DTXCID401837	100-37-8
856	35	DTXSID3021853	1-Piperazineethanol	DTXCID401853	103-76-4
857	35	DTXSID1021877	2-Chloroethanol	DTXCID601877	107-07-3
858	35	DTXSID5021885	2-Methyl-2,4-pentanediol	DTXCID101885	107-41-5
859	35	DTXSID0021888	2-Pentanone	DTXCID301888	107-87-9
860	35	DTXSID6021907	Propanedinitrile	DTXCID701907	109-77-3
861	35	DTXSID5021914	5-Methyl-2-hexanone	DTXCID801914	110-12-3
862	35	DTXSID4021921	2-Butyne-1,4-diol	DTXCID901921	110-65-6
863	35	DTXSID9021922	2-(Ethylamino)ethanol	DTXCID301922	110-73-6
864	35	DTXSID3021932	Diethanolamine	DTXCID601932	111-42-2
865	35	DTXSID3021936	Hexanedinitrile	DTXCID201936	111-69-3
866	35	DTXSID2021997	1-(2-Aminoethyl)piperazine	DTXCID401997	140-31-8
867	35	DTXSID6022000	Ethanolamine	DTXCID202000	141-43-5
868	35	DTXSID0022018	Disulfoton	DTXCID702018	298-04-4
869	35	DTXSID4022020	Bromacil	DTXCID802020	314-40-9
870	35	DTXSID1022055	tert-Butyl acetate	DTXCID702055	540-88-5
871	35	DTXSID8022113	3,4-Dichloro-1-butene	DTXCID902113	760-23-6
872	35	DTXSID6022137	(Z)-3-Hexen-1-ol	DTXCID102137	928-96-1
873	35	DTXSID2022254	Terbufos	DTXCID702254	13071-79-9
874	35	DTXSID1022267	Methomyl	DTXCID202267	16752-77-5
875	35	DTXSID6022341	Prometon	DTXCID402341	1610-18-0
876	35	DTXSID4022361	Vinclozolin	DTXCID002361	50471-44-8
877	35	DTXSID7023192	Lactic acid	DTXCID003192	50-21-5
878	35	DTXSID2023430	Pentaerythritol tetranitrate	DTXCID901109	78-11-5
879	35	DTXSID6023602	Butanedioic acid	DTXCID303602	110-15-6
880	35	DTXSID8023632	L-Tartaric acid	DTXCID203632	87-69-4
881	35	DTXSID6023652	6-Thioguanine	DTXCID803652	154-42-7
882	35	DTXSID2023723	Tromethamine	DTXCID503723	77-86-1
883	35	DTXSID6023733	Valproic acid	DTXCID803733	99-66-1
884	35	DTXSID5023825	Indium arsenide	DTXCID503825	1303-11-3
885	35	DTXSID0023826	Isophorone diisocyanate	DTXCID903826	4098-71-9
886	35	DTXSID8023846	Acephate	DTXCID503846	30560-19-1
887	35	DTXSID6023862	Aldoxycarb	DTXCID503862	1646-88-4
888	35	DTXSID1023869	Ametryn	DTXCID303869	834-12-8
889	35	DTXSID5023875	Ammonium sulfamate	DTXCID003875	7773-06-0
890	35	DTXSID9023914	Dicrotophos	DTXCID003914	141-66-2
891	35	DTXSID1023990	Cyanazine	DTXCID803990	21725-46-2
892	35	DTXSID6023999	Cyromazine	DTXCID403999	66215-27-8
893	35	DTXSID7024031	(E)-1,2-Dichloroethylene	DTXCID704031	156-60-5
894	35	DTXSID1024045	Diethyl sulfate	DTXCID604045	64-67-5
895	35	DTXSID5024051	Diisopropyl methylphosphonate	DTXCID304051	1445-75-6
896	35	DTXSID0024052	Dimethipin	DTXCID704052	55290-64-7
897	35	DTXSID5024055	Dimethyl sulfate	DTXCID904055	77-78-1
898	35	DTXSID5024057	Dimethylamine	DTXCID704057	124-40-3
899	35	DTXSID7024081	Endothal	DTXCID204081	145-73-3
900	35	DTXSID7024085	Ethephon	DTXCID804085	16672-87-0
901	35	DTXSID2024086	Ethion	DTXCID204086	563-12-2
902	35	DTXSID4024143	1,6-Diisocyanatohexane	DTXCID004143	822-06-0
903	35	DTXSID3024154	Iprodione	DTXCID704154	36734-19-7
904	35	DTXSID1024176	Methacrylonitrile	DTXCID104176	126-98-7
905	35	DTXSID6024177	Methamidophos	DTXCID504177	10265-92-6
906	35	DTXSID5024182	2-Methoxyethanol	DTXCID804182	109-86-4
907	35	DTXSID6024204	Metribuzin	DTXCID404204	21087-64-9
908	35	DTXSID1024209	Naled	DTXCID404209	300-76-5
909	35	DTXSID0024216	Nitrapyrin	DTXCID504216	1929-82-4
910	35	DTXSID5024263	Phosphoric acid	DTXCID804263	7664-38-2
911	35	DTXSID0024266	Pirimiphos-methyl	DTXCID004266	29232-93-7
912	35	DTXSID4024272	Prometryn	DTXCID704272	7287-19-6
913	35	DTXSID8024284	1-Methoxy-2-propanol	DTXCID804284	107-98-2
914	35	DTXSID8024311	Sodium fluoroacetate	DTXCID704311	62-74-8
915	35	DTXSID3024316	Tebuthiuron	DTXCID704316	34014-18-1
916	35	DTXSID8024317	Terbacil	DTXCID104317	5902-51-2
917	35	DTXSID5024344	Tri-allate	DTXCID804344	2303-17-5
918	35	DTXSID5024394	Acetic acid	DTXCID304394	64-19-7
919	35	DTXSID9024431	Aldicarb oxime	DTXCID504431	1646-75-9
920	35	DTXSID0024553	Azodicarbonamide	DTXCID104553	123-77-3
921	35	DTXSID8024652	Bronopol	DTXCID904652	52-51-7
922	35	DTXSID2024664	Butanal oxime	DTXCID004664	110-69-0
923	35	DTXSID5024681	tert-Butylamine	DTXCID404681	75-64-9
924	35	DTXSID4024721	D-Camphor	DTXCID804721	464-49-3
925	35	DTXSID4024729	Carbendazim	DTXCID004729	10605-21-7
926	35	DTXSID7024827	Chlorpromazine hydrochloride	DTXCID404827	69-09-0
927	35	DTXSID5024845	Colchicine	DTXCID204845	64-86-8
928	35	DTXSID6024917	Diacetone alcohol	DTXCID304917	123-42-2
929	35	DTXSID5024922	1,6-Hexanediamine	DTXCID604922	124-09-4
930	35	DTXSID3024944	1,2-Dibromo-2,4-dicyanobutane	DTXCID004944	35691-65-7
931	35	DTXSID4024985	1,3-Dichloro-5,5-dimethylhydantoin	DTXCID604985	118-52-5
932	35	DTXSID8024993	Troclosene	DTXCID104993	2782-57-2
933	35	DTXSID3024994	Sodium dichloroisocyanurate	DTXCID504994	2893-78-9
934	35	DTXSID6025010	1,3-Dichloro-2-propanol	DTXCID805010	96-23-1
935	35	DTXSID4025080	Diisobutyl ketone	DTXCID905080	108-83-8
936	35	DTXSID0025101	3-Dimethylaminophenol	DTXCID105101	99-07-0
937	35	DTXSID9025110	2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane	DTXCID005110	78-63-7
938	35	DTXSID3025122	Dimethyl glutarate	DTXCID105122	1119-40-0
939	35	DTXSID6025143	2,3-Dimethylphenol	DTXCID105143	526-75-0
940	35	DTXSID5025152	Dimethyl succinate	DTXCID005152	106-65-0
941	35	DTXSID6025226	Econazole nitrate	DTXCID905226	24169-02-6
942	35	DTXSID9025291	2-Ethylhexanal	DTXCID005291	123-05-7
943	35	DTXSID9025293	2-Ethylhexanoic acid	DTXCID805293	149-57-5
944	35	DTXSID9025297	2-Ethylhexyl acrylate	DTXCID405297	103-11-7
945	35	DTXSID2025347	Furfuryl alcohol	DTXCID105347	98-00-0
946	35	DTXSID6025355	Glutaraldehyde	DTXCID605355	111-30-8
947	35	DTXSID0025363	Glycolic acid	DTXCID105363	79-14-1
948	35	DTXSID2025395	Hexamethyldisilazane	DTXCID805395	999-97-3
949	35	DTXSID7025427	2-Hydroxy-2-methylpropanenitrile	DTXCID705427	75-86-5
950	35	DTXSID7025429	6-Hydroxy-2-naphthyl disulfide	DTXCID505429	6088-51-3
951	35	DTXSID7025502	Linalool	DTXCID305502	78-70-6
952	35	DTXSID8025599	Methylene bis(thiocyanate)	DTXCID805599	6317-18-6
953	35	DTXSID5025607	Methyleugenol	DTXCID505607	93-15-2
954	35	DTXSID4025612	2-Methylpentanedinitrile	DTXCID805612	4553-62-2
955	35	DTXSID2025680	MEHP	DTXCID105680	4376-20-9
956	35	DTXSID6025692	Myrcene	DTXCID205692	123-35-3
957	35	DTXSID1025857	1,10-Phenanthroline	DTXCID405857	66-71-7
958	35	DTXSID9026132	Theobromine	DTXCID506132	83-67-0
959	35	DTXSID5026178	Potassium dichloroisocyanurate	DTXCID106178	2244-21-5
960	35	DTXSID5026259	Tris(2-chloroisopropyl)phosphate	DTXCID106259	13674-84-5
961	35	DTXSID9026261	Tris(1,3-dichloro-2-propyl) phosphate	DTXCID206261	13674-87-8
962	35	DTXSID4026262	Triglycidyl isocyanurate	DTXCID606262	2451-62-9
963	35	DTXSID9026265	Tris(2-ethylhexyl) trimellitate	DTXCID806265	3319-31-1
964	35	-	-	DTXCID106314	-
965	35	DTXSID2026446	Acetyl tributyl citrate	DTXCID006446	77-90-7
966	35	DTXSID5026461	2-Methylpropanenitrile	DTXCID606461	78-82-0
967	35	DTXSID8026488	Camphene	DTXCID006488	79-92-5
968	35	DTXSID3026514	Phthalimide	DTXCID506514	85-41-6
969	35	DTXSID2026525	2-tert-Butylphenol	DTXCID206525	88-18-6
970	35	DTXSID3026691	Triacetin	DTXCID906691	102-76-1
971	35	DTXSID8026694	2-Ethylhexyl acetate	DTXCID106694	103-09-3
972	35	DTXSID4026769	Hexamethyldisiloxane	DTXCID406769	107-46-0
973	35	DTXSID8026773	1,3-Butanediol	DTXCID306773	107-88-0
974	35	DTXSID2026781	4-Methyl-2-pentanol	DTXCID806781	108-11-2
975	35	DTXSID2026789	Propylene carbonate	DTXCID006789	108-32-7
976	35	DTXSID1026792	3-Methylaniline	DTXCID506792	108-44-1
977	35	DTXSID6026797	1,3,5-Trimethylbenzene	DTXCID506797	108-67-8
978	35	DTXSID6026799	2,4,6-Trichloro-s-triazine	DTXCID306799	108-77-0
979	35	DTXSID7026811	Benzenethiol	DTXCID906811	108-98-5
980	35	DTXSID0026838	Isopropyl tetradecanoate	DTXCID306838	110-27-0
981	35	DTXSID2026864	Methyl octanoate	DTXCID606864	111-11-5
982	35	DTXSID1026879	Hexamethyleneimine	DTXCID906879	111-49-9
983	35	DTXSID0026880	1,2-Ethanediol diacetate	DTXCID606880	111-55-7
984	35	DTXSID5026889	Methyl dodecanoate	DTXCID206889	111-82-0
985	35	DTXSID1026900	Dodecyltrimethylammonium chloride	DTXCID406900	112-00-5
986	35	DTXSID7026946	Linalyl acetate	DTXCID006946	115-95-7
987	35	DTXSID7026994	Dodecylbenzene	DTXCID706994	123-01-3
988	35	DTXSID0027014	2-Octanol	DTXCID607014	123-96-6
989	35	DTXSID8027034	2-(Hydroxymethyl)-2-nitro-1,3-propanediol	DTXCID207034	126-11-4
990	35	DTXSID8027036	2,2-Dimethylpropane-1,3-diol	DTXCID007036	126-30-7
991	35	DTXSID7027041	2,4,7,9-Tetramethyl-5-decyne-4,7-diol	DTXCID307041	126-86-3
992	35	DTXSID10859248	(3E)-3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one	DTXCID707047	NOCAS_859248
993	35	DTXSID6027052	2,6-Di-tert-butylphenol	DTXCID007052	128-39-2
994	35	DTXSID4027072	Sodium phenolate	DTXCID607072	139-02-6
995	35	DTXSID6027131	1H-1,2,4-Triazole	DTXCID207131	288-88-0
996	35	DTXSID1027134	Bis(2-ethylhexyl) phosphate	DTXCID407134	298-07-7
997	35	DTXSID4027153	1-Bromo-4-fluorobenzene	DTXCID607153	460-00-4
998	35	DTXSID0027191	1,3-Cyclopentadiene	DTXCID007191	542-92-7
999	35	DTXSID0027195	Hexadecane	DTXCID607195	544-76-3
1000	35	DTXSID5027198	N-Methylphthalimide	DTXCID807198	550-44-7
1001	35	DTXSID2027204	Methyl isothiocyanate	DTXCID707204	556-61-6
1002	35	DTXSID7027205	Octamethylcyclotetrasiloxane	DTXCID107205	556-67-2
1003	35	DTXSID6027218	2,6-Diethylaniline	DTXCID607218	579-66-8
1004	35	DTXSID4027236	2,3-Dinitrotoluene	DTXCID407236	602-01-7
1005	35	DTXSID8027246	2-Pyrrolidinone	DTXCID707246	616-45-5
1006	35	DTXSID2027258	Isopropyl formate	DTXCID807258	625-55-8
1007	35	DTXSID1027263	Pentyl acetate	DTXCID107263	628-63-7
1008	35	DTXSID8027292	Dibutyltin dichloride	DTXCID607292	683-18-1
1009	35	DTXSID9027312	1-Phenoxy-2-propanol	DTXCID407312	770-35-4
1010	35	DTXSID9027364	N,N-Dimethyloctanamide	DTXCID707364	1118-92-9
1011	35	DTXSID8027402	Dimethyl isophthalate	DTXCID307402	1459-93-4
1012	35	DTXSID2027412	3,6,9,12-Tetraoxahexadecan-1-ol	DTXCID607412	1559-34-8
1013	35	DTXSID2027414	2,3-Dihydro-2,2-dimethyl-7-benzofuranol	DTXCID407414	1563-38-8
1014	35	DTXSID5027433	N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine	DTXCID607433	1760-24-3
1015	35	DTXSID7027461	Thiocarbazide	DTXCID707461	2231-57-4
1016	35	DTXSID4027494	2,3-Diaminotoluene	DTXCID807494	2687-25-4
1017	35	DTXSID9027528	3-(Methylthio)propanal	DTXCID507528	3268-49-3
1018	35	DTXSID2027593	4-Chlorobenzotrichloride	DTXCID607593	5216-25-1
1019	35	DTXSID7027625	Bis(2-ethylhexyl) terephthalate	DTXCID507625	6422-86-2
1020	35	DTXSID4027650	Diallyldimethylammonium chloride	DTXCID407650	7398-69-8
1021	35	DTXSID7027756	3-Phenoxybenzenemethanol	DTXCID007756	13826-35-2
1022	35	DTXSID5027770	2-Acrylamido-2-methyl-1-propanesulfonic acid	DTXCID207770	15214-89-8
1023	35	DTXSID5027774	Ethylenediaminetetraacetic acid ferric sodium salt	DTXCID807774	15708-41-5
1024	35	DTXSID8027793	N-(Cyclohexylthio)phthalimide	DTXCID007793	17796-82-6
1025	35	DTXSID8027826	Dicyclohexyl sodium sulfosuccinate	DTXCID307826	23386-52-9
1026	35	DTXSID4027991	1-Hexadecanol	DTXCID607991	36653-82-4
1027	35	DTXSID6028022	1-(Bromomethyl)-3-phenoxybenzene	DTXCID208022	51632-16-7
1028	35	DTXSID7029110	3,7-Dimethyl-3-octanol	DTXCID409110	78-69-3
1029	35	DTXSID4029145	Dimethyl malonate	DTXCID309145	108-59-8
1030	35	DTXSID9029146	4-Methylmorpholine	DTXCID709146	109-02-4
1031	35	DTXSID8029159	2,6,8-Trimethyl-4-nonanol	DTXCID209159	123-17-1
1032	35	DTXSID7029241	2,4-Bis(1-methyl-1-phenylethyl)phenol	DTXCID909241	2772-45-4
1033	35	DTXSID0029262	2,6-Di-tert-butyl-4-ethylphenol	DTXCID909262	4130-42-1
1034	35	DTXSID2029290	(1S,5S) 2,6,6-Trimethyl-Bicyclo(3.1.1)hept-2-ene	DTXCID009290	7785-26-4
1035	35	DTXSID8029600	Methacrylamide	DTXCID109600	79-39-0
1036	35	DTXSID7029611	Triethylene glycol dibenzoate	DTXCID809611	120-56-9
1037	35	DTXSID9029649	1,3-Benzenedimethanamine	DTXCID909649	1477-55-0
1038	35	DTXSID3029653	Thiocyanic acid, ammonium salt	DTXCID809653	1762-95-4
1039	35	DTXSID7029661	3,5,5-Trimethyl-1-hexanol	DTXCID309661	3452-97-9
1040	35	DTXSID1029677	Silica	DTXCID009677	7631-86-9
1041	35	DTXSID4029692	Potassium nitrate	DTXCID609692	7757-79-1
1042	35	DTXSID4029698	Sodium persulfate	DTXCID009698	7775-27-1
1043	35	DTXSID901014340	1-Butoxy-1-propanol	DTXCID809755	120855-18-7
1044	35	DTXSID7030307	3,5-Dichloroaniline	DTXCID5010307	626-43-7
1045	35	DTXSID6031380	Glycoluril	DTXCID4011380	496-46-8
1046	35	DTXSID2032344	Chlorethoxyfos	DTXCID0012344	54593-83-8
1047	35	DTXSID6032358	Cymoxanil	DTXCID4012358	57966-95-7
1048	35	DTXSID5032361	2,2-Dibromo-3-nitrilopropionamide	DTXCID3012361	10222-01-2
1049	35	DTXSID3032416	Cybutryne	DTXCID1012416	28159-98-0
1050	35	DTXSID4032459	Phorate	DTXCID2012459	298-02-2
1051	35	DTXSID7032470	Propetamphos	DTXCID5012470	31218-83-4
1052	35	DTXSID1032482	Tebupirimfos	DTXCID9012482	96182-53-5
1053	35	DTXSID1032511	1,3,5-Triethylhexahydro-s-triazine	DTXCID9012511	7779-27-3
1054	35	DTXSID1032513	(3,5-Dimethyl-1H-pyrazol-1-yl)methanol	DTXCID9012513	85264-33-1
1055	35	DTXSID3032547	Etridiazole	DTXCID1012547	2593-15-9
1056	35	DTXSID1032569	Pirimicarb	DTXCID9012569	23103-98-2
1057	35	DTXSID0032578	Thiodicarb	DTXCID8012578	59669-26-0
1058	35	DTXSID4032611	Ethoprop	DTXCID2012611	13194-48-4
1059	35	DTXSID5032654	Triforine	DTXCID3012654	26644-46-2
1060	35	-	-	DTXCID30196480	-
1061	35	DTXSID9033058	4-Amino-1,2,4-triazole	DTXCID7013058	584-13-4
